name;verse;movie
GIMLI;Aaaahh!;The Return of the King
GIMLI; guess that concludes negotiations.;The Return of the King
GIMLI;Never thought I'd die fighting side by side with an elf;The Return of the King
GIMLI;Aye! I could do that.;The Return of the King
GIMLI;That still only counts as one;The Return of the King
GIMLI;Bad idea!Very handy in a tight spot these lads, despite the fact they're dead.;The Return of the King
GIMLI;Let him stay there!Let him rot!Why should we care?;The Return of the King
GIMLI;Certainty of death, small chance of success, what are we waiting for?;The Return of the King
GIMLI;There's plenty for the both of us, may be best Dwarf win;The Return of the King
GIMLI;How?;The Return of the King
GIMLI;You young rascals. A merry hunt you've led us on and now we find you feasting and,and smoking!;The Return of the King
GIMLI;Salted pork;The Return of the King
GIMLI;Well then let's just have his head and be done with it;The Return of the King
GIMLI;I've heard enough! Shoot him! Stick an arrow in his gob!;The Return of the King
GIMLI;Mind your aim.;The Return of the King
GIMLI;Well this is a thing unheard of. An elf will go underground, where a dwarf dare not. Oh. Oh, I'd never hear the end of it;The Return of the King
GIMLI;What is it? What do you see?;The Return of the King
GIMLI; The dead? Summoned? I knew that! Huh. Huh Very good. Very good Legolas!;The Return of the King
GIMLI;Ach! You waste your time Aragorn. They had no honour in life and they have none now in death;The Return of the King
GIMLI;Stand you traitors!;The Return of the King
GIMLI;That road there where does that lead?;The Return of the King
GIMLI;Aragorn! let's find some food.;The Return of the King
GIMLI;Hmmmm;The Return of the King
GIMLI;Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.;The Two Towers
GIMLI;He was already dead.;The Two Towers
GIMLI;He was twitching.because he's got my axeembedded in his nervous system;The Two Towers
GIMLI;What are you doing? What are you stopping for?;The Two Towers
GIMLI;The sun is rising.;The Two Towers
GIMLI;Yes;The Two Towers
GIMLI;Come on. We can take them.;The Two Towers
GIMLI;Toss me.;The Two Towers
GIMLI;I cannot jump the distance! You'll have to toss me;The Two Towers
GIMLI; Don't tell the Elf.;The Two Towers
GIMLI;You could have picked a better spot.;The Two Towers
GIMLI;Well, lad, whatever luck you live by, let's hope it lasts the night.;The Two Towers
GIMLI;Let's hope they last the night.;The Two Towers
GIMLI;What's happening out there?;The Two Towers
GIMLI;Did they hit anything?;The Two Towers
GIMLI;Send them to me! Come on;The Two Towers
GIMLI;Good;The Two Towers
GIMLI;Legolas! Two already;The Two Towers
GIMLI; I'll have no pointy-ear outscoring me!;The Two Towers
GIMLI;Seventeen! Eighteen! Nineteen! Twenty! Twenty-one;The Two Towers
GIMLI;Aragorn;The Two Towers
GIMLI;Where is he? Where is he?,Get out of the way! I'm going to kill himYou are the luckiest, the canniest,.....and the most reckless man I ever knew. Bless you, laddie.;The Two Towers
GIMLI;This is no rabble of mindless Orcs. These are Uruk-hai. Their armour is thick and their shields broad.;The Two Towers
GIMLI;Come on. Get me up here. I'm a rider. Come on;The Two Towers
GIMLI;Forward. I mean, charge forward.;The Two Towers
GIMLI; That's it! Go on;The Two Towers
GIMLI;Bring your pretty face to my axe.;The Two Towers
GIMLI;It's true, you don't see many Dwarf women. And in fact, they are so aliken voice and appearance.that they're often mistaken for Dwarf men.;The Two Towers
GIMLI;That one counts as mine!Stinking creature.;The Two Towers
GIMLI;Aragorn?;The Two Towers
GIMLI;Tell me what happened and I will ease your passing.;The Two Towers
GIMLI;This, in turn, has given rise to the belief.that there are no Dwarf women.and that Dwarves just spring out of holes in the ground...;The Two Towers
GIMLI;...which is, of course, ridiculous.;The Two Towers
GIMLI;It's all right. Nobody panic. That was deliberate.t was deliberate.;The Two Towers
GIMLI;No, I couldn't really couldn't.;The Two Towers
GIMLI;My lady.;The Two Towers
GIMLI;He fell.;The Two Towers
GIMLI;They flee to the mountains when they should stand and fight. Who will defend them if not their king?;The Two Towers
GIMLI;Three days and nights pursuit. No food. No rest. And no sign of our quarry but what bare rock can tell.;The Two Towers
GIMLI;I'm wasted on cross-country. We Dwarves are natural sprinters. Very dangerous over short distances.;The Two Towers
GIMLI;Keep breathing. That's the key. Breathe.;The Two Towers
GIMLI; Stay close young hobbits.;The Fellowship of the Ring
GIMLI;..and are never seen again;The Fellowship of the Ring
GIMLI;Well! Here's one dwarf she won't ensnare so easily! I have the eyes of a hawk, and ears of a fox!;The Fellowship of the Ring
GIMLI;Oh;The Fellowship of the Ring
GIMLI;Give me your name, horse-master and I shall give you mine.;The Two Towers
GIMLI;So much for the legendary courtesy of the Elves! Speak words we can also understand;The Fellowship of the Ring
GIMLI;;The Fellowship of the Ring
GIMLI; If anyone was to ask for my opinion, which I note that they're not, I'd say that we were taking the long way round. Gandalf, we could pass through the Mines of Moria. My cousin Balin would give us a royal welcome;The Fellowship of the Ring
GIMLI;But there were two Hobbits. Did you see two Hobbits with them?;The Two Towers
GIMLI;Dead?;The Two Towers
GIMLI;It's one of their wee belts.;The Two Towers
GIMLI;You'll find more cheer in a graveyard.;The Two Towers
GIMLI;Orc blood.;The Two Towers
GIMLI;The air is so close in here.;The Two Towers
GIMLI; oh;The Two Towers
GIMLI;Talking trees. What do trees have to talk about? Except the consistency of squirrel droppings.;The Two Towers
GIMLI; Ah! The walls of Moria;The Fellowship of the Ring
GIMLI;Dwarf doors are invisible when closed;The Fellowship of the Ring
GIMLI;Ach;The Fellowship of the Ring
GIMLI;Nothing, its just a whisp of cloud;The Fellowship of the Ring
GIMLI;Then what are we waiting for;The Fellowship of the Ring
GIMLI;We failed them.;The Two Towers
GIMLI;Fangorn? What madness drove them in there?;The Two Towers
GIMLI;I would stay still if I were you.;The Two Towers
GIMLI;And no regurgitation!;The Return of the King
GIMLI;Last one standing wins heh heh heh;The Return of the King
GIMLI;Heh heh heh hehHere, here Raaar it's the dwarves that go swimming with little, hairy women haha;The Return of the King 
GIMLI;heh heh heh what did I say? He can't hold his liquor;The Return of the King
GIMLI;If we cannot pass over the mountain, let us go under it! Let us go through the Mines of Moria;The Fellowship of the Ring
GIMLI;and I suppose you think you're the one to do it.;The Fellowship of the Ring
GIMLI; I will be dead before I see the Ring in the hands of an elf;The Fellowship of the Ring
GIMLI;Never trust an elf;The Fellowship of the Ring
GIMLI;Gandalf.;The Two Towers
GIMLI;Edoras? That is no short distance;The Two Towers
GIMLI;Then we have run all this way for nothing? Are we to leave those poor Hobbits here.in this horrid, dark, dank tree-infested--?,I mean, charming.quite charming forest.;The Two Towers
GIMLI;Soon Mr Elf, you will enjoy the fabelled hospitality of the dwarves. Roaring fires! Malt Beer! Red Meat off the bone;The Fellowship of the Ring
GIMLI;This my friend is the home of my cousin Balin and they call it a Mine!;The Fellowship of the Ring
GIMLI;A Mine;The Fellowship of the Ring
GIMLI; Nooooo! NOOOOOOOOOOoooooooo;The Fellowship of the Ring
GIMLI;Strong?!Oh, that's good.;The Two Towers
GIMLI;This new Gandalf's more grumpy than the old one.;The Two Towers
GIMLI;Aww that was a Kingly gift;The Fellowship of the Ring
GIMLI;Oh;The Fellowship of the Ring
GIMLI;No, no no;The Fellowship of the Ring
GIMLI;Agh! Let them come There's one dwarf yet in Moria who still draws breath.;The Fellowship of the Ring
GIMLI;Oh! That's it, right, we warned you! Prepare to be boarded!;The Return of the King
GIMLI;What kind of army would linger in such a place?;The Return of the King
GIMLI;The very warmth of my blood seems stolen away;The Return of the King
GIMLI;Where?;The Return of the King
GIMLI; Just where do you think you're off to?;The Return of the King
GIMLI;You might as well accept it. We're going with you laddie. Aragorn smiles.;The Return of the King
GIMLI;Horse men! I wish I could muster an army of Dwarves, fully armed and filthy.;The Return of the King
GOLLUM;Yeees! Yeees Precious! My Precious;The Return of the King
GOLLUM;Smeagol lied;The Return of the King
GOLLUM;Clever Hobbits to climb so high!Mustn?t go that way. Mustn?t hurt the precious;The Return of the King
GOLLUM;AAAAAHH;The Return of the King
GOLLUM;Murderer;The Return of the King
GOLLUM;My precious;The Return of the King
GOLLUM;Wake up! Wake up!Wake up sleepies! We must go, yes, we must go at once;The Return of the King
GOLLUM;Come on! Must go! No time!;The Return of the King
GOLLUM;Master must go inside the tunnel;The Return of the King
GOLLUM;Orcses, filth. Orcses come in here sometimes;The Return of the King
GOLLUM;Hurry! This way.;The Return of the King
GOLLUM;Over here;The Return of the King
GOLLUM; You'll see. Oh yes, you will see.;The Return of the King
GOLLUM;Naughty little fly. Why does he cry?Caught in a web. Soon You'll be eaten;The Return of the King
GOLLUM;Got away did it precious? Not this time. Not this time.;The Return of the King
GOLLUM;NO! Aaaaaaaaa.;The Return of the King
GOLLUM;Ech!;The Return of the King
GOLLUM;Sneaking? Sneaking? Fat Hobbit is always so polite. Smeagol shows them secret ways that nobody else could find and they say, sneak!? Sneak? Very nice friend, oh yes my precious very nice very nice;The Return of the King
GOLLUM;Master broke his promise.;The Two Towers
GOLLUM;Master betrayed us. Wicked. Tricksy. FalseWe ought to wring his filthy little neck.,Kill him! Kill him! Kill them both!And then we take the precious.and we be the master;The Two Towers
GOLLUM;Come master.;The Return of the King
GOLLUM;Come to Smeagol.;The Return of the King
GOLLUM; Then we stabs them out. Put out his eyeses and make him crawl.;The Two Towers
GOLLUM;Kill them both.;The Two Towers
GOLLUM;We could let do it.;The Two Towers
GOLLUM;Yes, precious, she could. And then we takes it once they're dead.;The Two Towers
GOLLUM;Follow me.;The Two Towers
GOLLUM;NoNo! Yes.;The Two Towers
GOLLUM;lt is the only way. Master says we must go to Mordor, so we must try.;The Two Towers
GOLLUM;Save me?;The Two Towers
GOLLUM;No, no, no hard feelings. Gollum, GollumYes, master. Nice Hobbits.;The Two Towers
GOLLUM;The rock and pool,Is nice and cool,So juicy sweet,Our only wish,To catch a fish,So juicy sweet;The Two Towers
GOLLUM; We must go now?;The Two Towers
GOLLUM;Master;The Two Towers
GOLLUM;Smeagol. Why does it cry, Smeagol?;The Two Towers
GOLLUM;Of course he did. I told you he was tricksy. I told you he was false.;The Two Towers
GOLLUM;Master betrayed us;The Two Towers
GOLLUM;Filthy little Hobbitses! They stole it from us;The Two Towers
GOLLUM; My precious!;The Two Towers
GOLLUM;We wants it. We needs it. Must have the precious. They stole it from us. Sneaky little Hobbitses. Wicked. Tricksy. False.;The Two Towers
GOLLUM;Yes, precious. False. They will cheat you, hurt you, lie!;The Two Towers
GOLLUM;You don't have any friends. Nobody likes you.;The Two Towers
GOLLUM;You're a liar and a thief;The Two Towers
GOLLUM;Murderer.;The Two Towers
GOLLUM;Go away?;The Two Towers
GOLLUM;Where would you be without me? Gollum. Gollum., saved us.t was me. We survived because of me.;The Two Towers
GOLLUM;What did you say?;The Two Towers
GOLLUM;What?;The Two Towers
GOLLUM;No.;The Two Towers
GOLLUM;Look. Look. See what Smeagol finds?;The Two Towers
GOLLUM;They are young. They are tender. They are nice. Yes, they are. Eat them. Eat them;The Two Towers
GOLLUM;What's it doing? Stupid, fat Hobbit.t ruins it.;The Two Towers
GOLLUM;What's taters, precious? What's taters? Eh?;The Two Towers
GOLLUM;Oh, yes, we could. Spoil a nice fishGive it to us raw...,...and wriggling. You keep nasty chips.;The Two Towers
GOLLUM;Wicked Men. Servants of Sauron. They are called to Mordor. The Dark One is gathering all armies to him.t won't be long now. He will soon be ready.;The Two Towers
GOLLUM;To make his war. The last war that will cover all the world in Shadow.;The Two Towers
GOLLUM;The Black Gate of Mordor.;The Two Towers
GOLLUM;Master says to show him the way into Mordor. So good Smeagol does master says so.;The Two Towers
GOLLUM;Master;The Two Towers
GOLLUM;No! No! No, master! They catch you! They catch you! Don't take it to him. He wants the precious. Always he is looking for it. And the precious is wanting to go back to him. But we mustn't let him have it.;The Two Towers
GOLLUM;No! There's another way. More secret. A dark way.;The Two Towers
GOLLUM;Because master did not ask.;The Two Towers
GOLLUM;Yes. There's a path.and some stairs. And then.a tunnel.;The Two Towers
GOLLUM;Good Smeagol always helps.;The Two Towers
GOLLUM;See? See? We've led you out. Hurry, Hobbitses. Hurry! Very lucky we find you. Nice Hobbit.;The Two Towers
GOLLUM;A swamp, yes, yes. Come, master. We will take you! on safe paths through the mist. Come, Hobbits! Come! We go quicklyI found it. I did. The way through the marshes. Orcs don't use it. Orcs don't know it. They go around for miles and miles. Come quickly. Soft and quick as shadows we must be.;The Two Towers
GOLLUM;No, no birdses to eat. No crunchable birdses. We are famished! Yes! Famished we are, precious!;The Two Towers
GOLLUM;What does it eats's it tasty?It tries to chokes us! We can't eats Hobbit food! We must starve;The Two Towers
GOLLUM;Oh, cruel Hobbit.t does not care if we be hungry. Does not care if we should dieNot like master. Master cares. Master knows. Yes. Precious. Once it takes hold of us.it never lets go.;The Two Towers
GOLLUM;All dead. All rotten. Elves and Men and Orcses. A great battle long ago. Dead Marshes. Yes. Yes, that is their name. This way. Don't follow the lights.;The Two Towers
GOLLUM;Careful now! Or Hobbits go down to join the dead ones.and light little candles of their own.;The Two Towers
GOLLUM;Don't follow the lights.;The Two Towers
GOLLUM;So bright. So beautiful.;The Two Towers
GOLLUM;(strokes his own palm) Our precious.;The Two Towers
GOLLUM;Master should be resting. Master needs to keep up his strength.;The Two Towers
GOLLUM;Mustn't ask us. Not its business. Gollum. Gollum.;The Two Towers
GOLLUM;We're not in decent places.;The Return of the King
GOLLUM;Cold be heart and hand and bone, Cold be travellers far from home;The Two Towers 
GOLLUM;They do not see what lies ahead, When sun has failed and moon is dead;The Two Towers
GOLLUM;What did you call me?;The Two Towers
GOLLUM;My name. My name. Smeagol.;The Two Towers
GOLLUM;Aagh;The Two Towers
GOLLUM;Hide! Hide;The Two Towers
GOLLUM;Quick! They will see us They will see us;The Two Towers
GOLLUM;The thieves..... The thieves. The filthy little thieves. Where is it?... Where is it? They stole it from us... My precious.... Curse them, we hates them!t's ours, it is, and we wants it;The Two Towers
GOLLUM;Yessssss;The Two Towers
GOLLUM;It burns!t burns us!t freezes! Nasty Elves twisted it.;The Two Towers
GOLLUM;Take it off us;The Two Towers
GOLLUM;We be nice to themf they be nice to us. Take it off us.We swears to do what you wants. We swears.;The Two Towers
GOLLUM;Dead? No, you cannot kill them. No.;The Two Towers
GOLLUM;Wraiths! Wraiths on wings! They are calling for it.They are calling for the precious.;The Two Towers
GOLLUM;Hurry, Hobbits. The Black Gate is very close.;The Two Towers
GOLLUM;The secret stair. Climb.;The Return of the King
GOLLUM;We swears.to serve the master of the precious. We will swear on the precious Gollum. Gollum.;The Two Towers
GOLLUM;Yes.on the precious.....On the precious.;The Two Towers
GOLLUM;Yes.;The Two Towers
GOLLUM;No! We won't go back. Not there. Not to him. They can't make us. Gollum! Gollum;The Two Towers
GOLLUM;Hide, hide!;The Return of the King
GOLLUM;Up, up, up the stairs we go. And then it's into the tunnel.;The Return of the King
GOLLUM;My Precious!;The Fellowship of the Ring
GOLLUM;It came to me, my own, my love, my own, my Precious.;The Fellowship of the Ring
GOLLUM;No. Ashes and dust and thirst there is, and pits, pits, pits. And Orcses, thousands of Orcses. And always the Great Eye watching, watching.;The Two Towers
GOLLUM; Lost My Precious is lost.;The Fellowship of the Ring
GOLLUM;Too risky. Too riskyThieves. They stole it from us. Kill them, kill them, kill them both;The Return of the King
GOLLUM;Sshh, quiet, mustn't wake them. Mustn?t ruin it now.;The Return of the King
GOLLUM;What's it saying my precious, my love? Is Smeagol losing his nerve?;The Return of the King
GOLLUM;And we will! Smeagol did it once, he can do it again! Its ours! Ours;The Return of the King
GOLLUM;Patience! Patience my love! First we must lead them to her;The Return of the King
GOLLUM;Yes, the stairs and then?;The Return of the King
GOLLUM;And when they go in, There's no coming out. SHe's always hungry. She always needs to, feed. She must eat. All she gets is filthy Orcses.;The Return of the King
GOLLUM;For us.;The Return of the King
GOLLUM;No, no! Master;The Return of the King
GOLLUM;Waaaah!;The Return of the King
GOLLUM;No time to lose silly!;The Return of the King
GOLLUM;Come Hobbitses, very close now. Very close to Mordor. No safe places ;
GOLLUM;In there;The Return of the King
GOLLUM;it's the only way. Go in, or go back;The Return of the King
GOLLUM;No! That would kill us! Kill us;The Two Towers
GOLLUM;No, not very nice at all, my love. She hungers for sweeter meats., Hobbit meat. And when she throws away the bones and the empty clothes, then we will find it.;The Return of the King
GOLLUM;Never! Smeagol wouldn?t hurt a fly! Aaaagh he is a horrid, fat Hobbit who hates Smeagol and who makes up nasty lies;The Return of the King
GOLLUM;Sneaking.;The Return of the King
GOLLUM;Smeagol? No, no, not poor Smeagol. Smeagol hates nasty elf bread.;The Return of the King
GOLLUM;Look, What's this? Crumbs on his jacketses. He took itHe took it! I've seen him, He's always stuffing his face when master's not looking.;The Return of the King
GOLLUM;See? See? He wants it for himself.;The Return of the King
GOLLUM;Why does he hates poor Smeagol? What has Smeagol ever done to him? Master?Master carries a heavy burden Smeagol knows, heavy heavy burden. Fat one cannot know. He wants it. He needs it. Smeagol sees it in his eye. Very soon he will ask you for it. You will see. The fat one will take it from you;The Return of the King
GOLLUM;Come on, Hobbits! Mustn?t stop now. This way!;The Return of the King
GOLLUM;The Dead City! Very nasty place full of enemies.;The Return of the King
GOLLUM;Quick, quick! They will see, they will see;The Return of the King
GOLLUM;Come away, come away. Look we have found it. The way into Mordor.;The Return of the King
GOLLUM;Not that way;The Return of the King
GOLLUM;Whats it doing?;The Return of the King
GOLLUM;Come away Hobbits. We climb. We must climb.;The Return of the King
GOLLUM;Careful master! Careful. Very far to fall. Very dangerous are the stairs.;The Return of the King
GOTHMOG;Move into the city. Kill all in your path;The Return of the King
GOTHMOG;Form ranks you maggots. Form ranks. Pikes in front, archers behind.;The Return of the King
GOTHMOG;FIRE!;The Return of the King
GOTHMOG;Fire at will!;The Return of the King
GOTHMOG;Fear. The city is rank with it! Ha ha ha ha. Let us ease their pain. Release the prisoners!;The Return of the King
GOTHMOG;Stay where you are!;The Return of the King
GOTHMOG;What are you doing you useless scum?;The Return of the King
GOTHMOG;Get back there and smash it down;The Return of the King
GOTHMOG;Grond will breach it! Bring out the wolf's head.;The Return of the King
GOTHMOG;The age of men is over. The time of the Orc has come.;The Return of the King
GOTHMOG;What of the wizard?;The Return of the King
GOTHMOG;Quiet.;The Return of the King
GOTHMOG;Kill him.;The Return of the King
GOTHMOG;Faster! Draw swords.;The Return of the King
GRIMA;Ah!;The Return of the King
GRIMA;There were three who followed the wizard. An Elf, a Dwarf and a Man.;The Two Towers
GRIMA;No, from the North. One of the Dunedain Rangers, thought he was. His cloth was poor. And yet he bore a strange ring Two serpents with emerald eyes..One devouring, the other crowned with golden flowers.;The Two Towers
GRIMA;Theoden will not stay at Edoras.t's vulnerable. He knows this.,He will expect an attack on the city.,They will flee to Helm's Deep.the great fortress of Rohan.,It is a dangerous road to take through the mountains.,They will be slow.,They will have women and children with them;The Two Towers
GRIMA;Helm's Deep has one weakness.ts outer wall is solid rock.but for a small culvert at its base. which is little more than a drain.;The Two Towers
GRIMA;How? How can fire undo stone?;The Two Towers
GRIMA;What kind of device could bring down the wall?;The Two Towers
GRIMA;Even if it is breached, it would take a number beyond reckoning.thousands, to storm the Keep.;The Two Towers
GRIMA;But, my lord, there is no such force;The Two Towers
GRIMA;Oh, he must have died sometime in the night. What a tragedy for the king.to lose his only son and heir.;The Two Towers
GRIMA;That is a lie. Saruman the White has ever been our friend and ally.;The Two Towers
GRIMA;I understand. His passing is hard to accept. Especially now that your brother has deserted you.;The Two Towers
GRIMA;Oh, but you are alone. Who knows what you've spoken to the darkness.in the bitter watches of the night.when all your life seems to shrink. The walls of your bower closing in about you. A hutch to trammel some wild thing in.,,So fair. So cold. Like a morning of pale spring.still clinging to winter's chill.;The Two Towers
GRIMA; My lord, Gandalf the Grey is coming. He's a herald of woe.;The Two Towers
GRIMA; He's not welcome.;The Two Towers
GRIMA;A just question, my liegeLate is the hour.in which this conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest.;The Two Towers
GRIMA;His staff. I told you to take the wizard's staff.;The Two Towers
GRIMA;Why do you lay these troubles on an already troubled mind? Can you not see? Your uncle is wearied by your malcontent.your warmongering.;The Two Towers
GRIMA;You see much, Eomer, son of Eomund.;The Two Towers
GRIMA;Too much. You are banished forthwith from the kingdom of Rohan.and all its domains under pain of death.;The Two Towers
GRIMA;This order does not come from me.t comes from the king. He signed it this morning.;The Two Towers
GRIMA;I've only.ever served you, my lord.;The Two Towers
GRIMA;Send me not from your sight.;The Two Towers
GRIMA;Get out of my way;The Two Towers
GRIMA;No!;The Return of the King
HALDIR;Nan Barad! (To the Keep!);The Two Towers
HALDIR; The dwarf breathes so loud, we could have shot him in the dark.;The Fellowship of the Ring
HALDIR;Mae govannen, Legolas Thranduilion.;The Fellowship of the Ring
HALDIR;A, Aragorn in Dunedain istannen le ammen.;The Fellowship of the Ring
HALDIR;We have not had dealings with the dwarves, since the dark days.;The Fellowship of the Ring
HALDIR; You bring great evil with youYou can go no further;The Fellowship of the Ring
HALDIR;Aragorn!;The Fellowship of the Ring
HAMA;I'm not sure.;The Two Towers
HAMA;By order of the king.the city must empty. We make for the refuge of Helm's Deep.;The Two Towers
HAMA;Do not burden yourself with treasures. Take only what provisions you need.;The Two Towers
HAMA;I cannot allow you before Theoden King so armed, Gandalf Greyhame. By order of Grima Wormtongue.;The Two Towers
HAMA;Your staff;The Two Towers
HAMA;Hail, Theoden King;The Two Towers
HOBBIT;Hey watch the pumpkin.;The Return of the King
KING OF THE DEAD;Release us;The Return of the King
KING OF THE DEAD;You gave us your word;The Return of the King
KING OF THE DEAD;Who enters my domain?;The Return of the King
KING OF THE DEAD;The dead do not suffer the living to pass;The Return of the King
KING OF THE DEAD;The way is shut! It was made by those who are dead. And the dead keep it. (The Ghostly army closes around them) The way is shut! Now you must die;The Return of the King
KING OF THE DEAD;None but the King of Gondor may command me!;The Return of the King
KING OF THE DEAD;That blade was broken;The Return of the King
KING OF THE DEAD;We fight!;The Return of the King
LEGOLAS;What about side by side with a friend?;The Return of the King
LEGOLAS;Fifteen, sixteen;The Return of the King
LEGOLAS;A diversion.;The Return of the King
LEGOLAS;Thirty three, thirty four.;The Return of the King
LEGOLAS;I see shapes of men and of horses.;The Return of the King
LEGOLAS;Final count.....42.;The Two Towers
LEGOLAS;Forty-three.;The Two Towers
LEGOLAS;He was twitching.;The Two Towers
LEGOLAS;Aragorn;The Two Towers
LEGOLAS;Your friends are with you, Aragorn.;The Two Towers
LEGOLAS;Shall I describe it to you? Or would you like me to find you a box?;The Two Towers
LEGOLAS; Faeg i-varv d?n na lanc a nu ranc.;The Two Towers
LEGOLAS;I'm on 17;The Two Towers
LEGOLAS;Nineteen;The Two Towers
LEGOLAS;Le abdollenYou look terrible.;The Two Towers
LEGOLAS;A scout;The Two Towers
LEGOLAS;Aragorn;The Two Towers
LEGOLAS;(,You lie.;The Two Towers
LEGOLAS;Come on, Gimli;The Two Towers
LEGOLAS;They may yet be alive.;The Two Towers
LEGOLAS;Come, Gimli! We're gaining on them!;The Two Towers
LEGOLAS;They've run as if the very whips of their masters were behind them.;The Two Towers
LEGOLAS;The Uruks turn northeast. They are taking the Hobbits to lsengard.;The Two Towers
LEGOLAS;A red sun rises. Blood has been spilled this night.;The Two Towers
LEGOLAS;You would die before your stroke fell.;The Two Towers
LEGOLAS;Your kinsmen may have no need to ride to war. I fear war already marches on their own lands.;The Return of the King
LEGOLAS;Govannas v?n gwennen le, Haldir o L?rien.;The Fellowship of the Ring
LEGOLAS; Hiro hyn h?dh, ab 'wanath..;The Two Towers
LEGOLAS;This forest is old. Very old. Full of memory.and anger.;The Two Towers
LEGOLAS;The trees are speaking to each other.;The Two Towers
LEGOLAS;They have feelings, my friend. The Elves began it. Waking up the trees,teaching them to speak.;The Two Towers
LEGOLAS;Aragorn, nad no ennas;The Two Towers
LEGOLAS;Why doesn't that surprise me;The Fellowship of the Ring
LEGOLAS;Crebain! From Dudland;The Fellowship of the Ring
LEGOLAS;and heir to the throne of Gondor;The Fellowship of the Ring
LEGOLAS;The White Wizard approaches.;The Two Towers
LEGOLAS;Forgive me.;The Two Towers
LEGOLAS;I mistook you for Saruman.;The Two Towers
LEGOLAS;So, it's a drinking game?;The Return of the King
LEGOLAS;Game over;The Return of the King
LEGOLAS;There is a fell voice on the air;The Fellowship of the Ring
LEGOLAS; Have you heard nothing Lord Elrond has said? The Ring must be destroyed;The Fellowship of the Ring
LEGOLAS; Goblins!;The Fellowship of the Ring
LEGOLAS;That is one of the Mearas.unless my eyes are cheated by some spell.;The Two Towers
LEGOLAS;The stars are veiled. Something stirs in the East, a sleepless malice, , The eye of the enemy is moving.;The Return of the King
LEGOLAS; We must move on, we cannot linger.;The Fellowship of the Ring
LEGOLAS;Orcs;The Fellowship of the Ring
LEGOLAS;He is here;The Return of the King
LEGOLAS;One that is cursed. Long ago the men of the mountains swore an oath to the last King of Gondor to come to his aid, to fight. But when the time came, when Gondor's need was dire, they fled vanishing into the darkness of the mountain. And so Isildur cursed them, never to rest until they had fulfilled their pledge. Who shall call them from the grey twilight, the forgotten people? The heir of him to whom the oath they swore. From the North shall he come, need shall drive him. He shall pass the door to the Paths of the Dead;The Return of the King
LEGOLAS;The way is shut. It was made by those who are dead and the dead keep it. The way is shut;The Return of the King
LEGOLAS;Pale banners like shreds of cloud Spears rise like winter thickets through a shroud of mist. The dead are following. They have been summoned;The Return of the King
LEGOLAS;I feel something A slight tingle in my fingers. I think it's affecting me;The Return of the King
LEGOLAS;The horses are restless and the men are quiet.;The Return of the King
LEGOLAS;It is the road to the Dimholt, the door under the mountain.;The Return of the King
LEGOLAS; Have you learnt nothing of the stubbornness of dwarves?;The Return of the King
MADRIL;We can't hold them. The city is lost.;The Return of the King
MADRIL;Faramir! Orcs have taken the eastern shore. Their numbers are too great. By nightfall we will be overrun.;The Two Towers
MADRIL;You know the laws of our country, the laws of your father. If you let them go, your life will be forfeit.;The Two Towers
MADRIL;Our scouts report Saruman has attacked Rohan Theoden's people have fled to Helm's Deep. But we must look to our own borders. Faramir, Orcs are on the move. Sauron is marshaling an army. Easterlings and Southrons are at the Black Gate.;The Two Towers
MADRIL;Some thousands. More come every day.;The Two Towers
MADRIL;We pulled 500 men at Osgiliath. If their city is attacked, we won't hold it.;The Two Towers
MADRIL;The Orcs are lying low. The garrison may have moved out. We?ve sent scouts to Cair Andros. If the Orcs attack from the North, we?ll have some warning.;The Return of the King
MERRY;Frodo!;The Return of the King
MERRY;No;The Return of the King
MERRY; knew you?d find me.;The Return of the King
MERRY;Frodo!Frodo;The Return of the King
MERRY;Are you going to leave me?;The Return of the King
MERRY;it's good. Definitely from the ShireLongbottom leaf eh?;The Return of the King
MERRY;Only,you've never done a hard day's work.;The Return of the King
MERRY;To battle;The Return of the King
MERRY;All my friends have gone to battle. I would be ashamed to be left behind;The Return of the King
MERRY;My lady!;The Return of the King
MERRY;He doesn't look too happy, does he?;The Two Towers
MERRY;Still, I suppose the view would be quite nice from up there.;The Two Towers
MERRY;Nothing. The world's back to normal, that's all.;The Two Towers
MERRY;Good luck trying to find something decent around hereProbably only dead rats and mouldy bread.;The Two Towers
MERRY;Saruman's storeroom;The Two Towers
MERRY;It can't be.;The Two Towers
MERRY;Longbottom LeafThe finest pipe-weed in South Farthing.;The Two Towers
MERRY;Share it?No. NoDead plant and all that. Don't think he'd understandCould be a distant relative.;The Two Towers
MERRY; Exactly. Bar-hrum;The Two Towers
MERRY;Pippin! Hold on;The Two Towers
MERRY; Are you mad? We'll be caught.;The Two Towers
MERRY;Where are they going?;The Two Towers
MERRY;Yes;The Two Towers
MERRY;Yes?;The Two Towers
MERRY;And what about Saruman? Have you come to a decision about him?;The Two Towers
MERRY;Hasty? Our friends are out thereThey need our help. They cannot fight this war on their own.;The Two Towers
MERRY;How can that be your decision?;The Two Towers
MERRY; But you're part of this world! Aren't you?;The Two Towers
MERRY;You must help. Please. You must do something.;The Two Towers
MERRY;The fires of lsengard will spread.and the woods of Tuckborough and Buckland will burn. And...And all that was once green and good in this world will be gone. There won't be a Shire, Pippin.;The Two Towers
MERRY;What's that?;The Two Towers
